Phrase_ID,Source_Record_ID,Source,Company,Country,Industry,Job_Function,Position,Seniority,Phrase,Word_Count
P_015154,JDRAW_05969,2021_10_10_12_31_Sales_dataFile,Anchanto,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,Demonstrated ability to engage and influence C-level executives.,7
P_015155,JDRAW_05969,2021_10_10_12_31_Sales_dataFile,Anchanto,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,Strong presentation skills and the ability to articulate complex concepts to cross-functional audiences.,12
P_015156,JDRAW_05969,2021_10_10_12_31_Sales_dataFile,Anchanto,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Development Representative,Entry level,"Excellent written, and verbal communication skills, data analysis and presentation skills in English.",13
P_015157,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"The area: Google Customer Solutions (GCS) When our millions of advertisers and publishers are happy, so are we!",18
P_015158,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"The role: Regional Sales Lead, New Business Sales - Singapore With a rapidly growing array of sales teams, it's important to have knowledgeable, charismatic leaders to guide our client sales teams.",30
P_015159,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"Additional Role Description New Business Sales is the high-value and strategic advertiser acquisitions team at Google, excelling in business excellence and operational excellence with an ongoing focus on customer success.",29
P_015160,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"As a Regional Sales Lead, you'll lead and coach high-performing account teams that use consultative business skills to understand our advertisers' needs and deliver measurable solutions that grow their businesses.",29
P_015161,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"In this role, you'll help your teams and partner directly with clients to provide comprehensive service.",16
P_015162,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,You will take an analytical approach to sales management.,9
P_015163,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"You will report directly to the Director of New Business Sales, APAC, and lead the sales team focused on acquiring new advertisers in Southeast Asia.",25
P_015164,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,Responsibilities Grow and develop the acquisitions business to maximize the potential of the entire organization.,15
P_015165,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,Drive and execute organizational strategy to grow customer acquisitions for Southeast Asia.,12
P_015166,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"Analyze market trends, team performance, and clients' performance to sustain high-growth aspirations and drive continued productivity and performance improvements.",18
P_015167,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"Conduct regional business forecasts, pipeline management, demand generation, and strategy development.",11
P_015168,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,Manage the sales team members of Sales Managers and Account Executives to exceed business growth goals.,16
P_015169,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,Provide strategic thinking and exceptional business skills.,7
P_015170,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"Develop strong working relationships with both internal and external stakeholders to ensure a One Google business plan, while also being the external face of Google in many customer-facing events.",28
P_015171,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,Communicate effectively with English-speaking stakeholders and clients.,6
P_015172,JDRAW_05970,2021_10_10_12_31_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Customer Service and Information Technology,"Regional Sales Lead, New Business Sales - Singapore",Associate,"marketing, on-boarding, agency) to align and meet regional commitments for the New Business Sales team.",14
P_015173,JDRAW_05971,2021_10_10_12_31_Sales_dataFile,Nimbly Technologies,"Singapore, Singapore",Sales / Business Development,"Sales, Business Development, and Marketing",Sales Development Representative,Associate,"About Nimbly (hellonimbly.com) A mobile solution that automates workflows, improving efficiency and generating cost savings by providing data-driven insights from field operations remotely and in real-time.",23
P_015174,JDRAW_05971,2021_10_10_12_31_Sales_dataFile,Nimbly Technologies,"Singapore, Singapore",Sales / Business Development,"Sales, Business Development, and Marketing",Sales Development Representative,Associate,"Built by passionate founders and VC-backed, Nimbly enables best-in-class companies like KFC, 7-Eleven, Under Armour, and Cargill to be more agile, deploying digital routines for its front liners to deliver consistency of product quality and customer experience.",34
P_015175,JDRAW_05971,2021_10_10_12_31_Sales_dataFile,Nimbly Technologies,"Singapore, Singapore",Sales / Business Development,"Sales, Business Development, and Marketing",Sales Development Representative,Associate,Nimbly is looking for a results-driven Sales Development Representative (SDR) and we are OPEN to experience.,15
P_015176,JDRAW_05971,2021_10_10_12_31_Sales_dataFile,Nimbly Technologies,"Singapore, Singapore",Sales / Business Development,"Sales, Business Development, and Marketing",Sales Development Representative,Associate,What you will do here?,5
P_015177,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Job Scope: Develop a list of prospects to contact on a regular basis.,13
P_015178,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"Use a mix of outbound outreach methods, including LinkedIn/email/phone calls, to contact prospects.",12
P_015179,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"Meet with interested companies to understand their business, plans, priorities and requirements in detail, then provide relevant information on how 2C2P can help.",23
P_015180,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Engage in business and technical conversations with multiple stakeholders in order to close deals as quickly as possible.,18
P_015181,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Coordinate integration and onboarding discussions/activities to help clients start transacting on our platform.,12
P_015182,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"Analyze potential clients, develop strategic planning on how to penetrate to the potential clients and aggressively initiate client engagement from its end.",22
P_015183,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"Plan and present reports on account progress, goals, and periodic initiatives to share with Head of Acquisition and peers on a regular basis.",23
P_015184,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Provide full visibility into the sales pipeline at every stage of acquisition process.,13
P_015185,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Develop a strong understanding of the e-commerce market and be the first person that a client calls for escalation.,18
P_015186,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Work closely with the Partnership and Banking teams to ensure rapport and collaboration between partners and clients.,17
P_015187,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"Responsible for administrative duties, such as preparing reports, preparing price quotes.",11
P_015188,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"Manage the entire sales cycle end to end, right from identifying ideal enterprise prospects, all the way to closing deals successfully.",21
P_015189,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"Propose, lead and contribute to team projects to refine our sales process.",12
P_015190,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Engage with Product teams to represent client needs and drive product strategy.,12
P_015191,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Qualification: 7+ years experience in Business Development activities especially in Banking and Financial Services.,13
P_015192,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"Strong interpersonal, negotiation, presenting coaching skills and analytical skills.",9
P_015193,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"Organized, rational, initiative, team player and results-oriented.",6
P_015194,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Good knowledge and up-to-date with news about trends in the Banking and Financial Services sector.,14
P_015195,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,"We offer an attractive remuneration package, a fast-paced and exciting working environment, and provide challenging opportunities for life-long learning and career development.",20
P_015196,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Interested candidates are asked to apply via this job post providing a comprehensive resume with current and expected salary package.,20
P_015197,JDRAW_05973,2021_10_10_12_31_Sales_dataFile,2C2P,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Manager,Mid-Senior level,Please note that only shortlisted candidates will be notified.,9
P_015198,JDRAW_05974,2021_10_09_12_59_Sales_dataFile,Pan Ocean Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,Sales Representative (Facebook Live),Unknown,Frozen Seafood Industry Opportunity: Achieve sales satisfaction and becoming an online star in the eyes of our followers on social media platforms.,22
P_015199,JDRAW_05974,2021_10_09_12_59_Sales_dataFile,Pan Ocean Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,Sales Representative (Facebook Live),Unknown,ROLES AND RESPONSIBILITIES: Introducing products on Facebook Live Streaming to viewers.,11
P_015200,JDRAW_05974,2021_10_09_12_59_Sales_dataFile,Pan Ocean Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,Sales Representative (Facebook Live),Unknown,Quick witted Reacts quickly to Live questions and comments.,9
P_015201,JDRAW_05974,2021_10_09_12_59_Sales_dataFile,Pan Ocean Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,Sales Representative (Facebook Live),Unknown,Planning of promotion to be given during Live Stream.,9
P_015202,JDRAW_05974,2021_10_09_12_59_Sales_dataFile,Pan Ocean Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,Sales Representative (Facebook Live),Unknown,Organize mini games and interaction with online viewers.,8
P_015203,JDRAW_05975,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Specialist II, Sales Planning",Entry level,Summary Job Description We are searching for a motivated and enthusiastic Sales Planning Specialist!,14
P_015204,JDRAW_05975,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Specialist II, Sales Planning",Entry level,"You will be part of the Sales Planning team, to strategize and lead initiatives with Sales teams towards meeting revenue targets.",21
P_015205,JDRAW_05975,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Specialist II, Sales Planning",Entry level,This role is responsible for supporting the operations for our Sales team.,12
P_015206,JDRAW_05975,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Specialist II, Sales Planning",Entry level,"Key responsibilities include: Collaborate with agency partners (OTAs, Metasearch and/or GDSes) to develop strategies, manage projects and drive sales for Scoot",20
P_015207,JDRAW_05975,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Specialist II, Sales Planning",Entry level,Monitor and review sales performances by location and distribution channels,10
P_015208,JDRAW_05975,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Specialist II, Sales Planning",Entry level,Planning and strategising to guide Sales teams towards maximising revenue at the lowest cost of sales Timely management reporting and data-driven studies to help drive strategic decisions,26
P_015209,JDRAW_05975,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Specialist II, Sales Planning",Entry level,Managing regional sales activities for point-of-sales under responsibility to meet revenue targets,11
P_015210,JDRAW_05975,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,"Specialist II, Sales Planning",Entry level,Provide market insights and monitor competitors' initiatives to identify sales opportunities.,11
P_015211,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,We are recruiting for a Business Development Executive (APAC) based in Singapore.,12
P_015212,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,Our client is a British Talent Marketplace who use technology and datasets to deliver Business Talent on demand from its global network.,22
P_015213,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,"This always forward approach drives critical projects with a fast, convenient and precise way for teams to extend bandwidth and expertise, creating the right mix of talent to deliver successful outcomes.",31
P_015214,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,"Central HR and procurement teams also benefit from insights on external talent usage, skills, experience and costs.",17
P_015215,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,The first step in the customer journey aims to position our client as the go-to talent marketplace partner in the business talent category.,22
P_015216,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,For the role you need to be resilient and determined.,10
P_015217,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,"You will also understand how to assess a prospective customer's needs, cater the outreach to each prospect specifically and field common queries.",22
P_015218,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,"Business Development Executive As a Business Development Executive, you will evangelise and generate revenue for the business in the APAC Region.",21
P_015219,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,The role involves identifying which companies will gain most advantage from using the platform and then positioning the solution to become established within the account as their first-choice business talent provider.,30
P_015220,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,"Once they are on board, you will focus on expanding the user base and overall usage, creating loyal clients who buy in increasing volume and value.",26
P_015221,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,Your pace of progression within the company will be determined solely by you - your drive and your own success.,19
P_015222,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,"Our client offers a highly lucrative reward culture, offering commission for meeting and exceeding targets as well as a competitive basic salary.",22
P_015223,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,Accelerate your personal and professional development by working with and learning from a vibrant and motivated team all on a mission to make a real impact.,26
P_015224,JDRAW_05976,2021_10_10_12_31_Sales_dataFile,WeAreAspire,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Business Development Executive (APAC),Associate,: 11C4388 Phee Farrer Jones is acting as an Employment Agency in relation to this vacancy.,15
P_015225,JDRAW_05977,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Specialist,Entry level,"Summary Job Description We are looking for the perfect candidate who is task-oriented, efficient and exhibits strong sense of ownership",19
P_015226,JDRAW_05977,2021_10_10_12_31_Sales_dataFile,Scoot,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Specialist,Entry level,"yet able to find joy and fulfilment in the his/her daily work and most importantly, the passion for an aviation career.",20
P_015227,JDRAW_05978,2021_10_10_12_31_Sales_dataFile,Cobo,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Major Account Sales,Director,"Familiar with the business of B-end institutions, discover financial regulatory policies and industry changes and developments at any time, combine the characteristics of digital currencies, and cooperate with new models promoted by traditional financial institutions",34
P_015228,JDRAW_05978,2021_10_10_12_31_Sales_dataFile,Cobo,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Major Account Sales,Director,"Competitive analysis of financial products, and evaluate corresponding competitive strategies, execute them according to the strategies and track the results",20
P_015229,JDRAW_05978,2021_10_10_12_31_Sales_dataFile,Cobo,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Major Account Sales,Director,"For traditional financial users, plan the marketing and operation plan of digital currency financial products, and participate in offline activities, and cooperate with the marketing department to do a good job of brand output",34
P_015230,JDRAW_05978,2021_10_10_12_31_Sales_dataFile,Cobo,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Major Account Sales,Director,Restrict the bottom line of compliance and risk control.,9
P_015231,JDRAW_05978,2021_10_10_12_31_Sales_dataFile,Cobo,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Major Account Sales,Director,"At least 2 years of experience in traditional financial product operation, familiar with financial product business, including not just knowledge, commercial bank wealth management, insurance certificates, trust and other products",30
P_015232,JDRAW_05978,2021_10_10_12_31_Sales_dataFile,Cobo,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Major Account Sales,Director,Those with resources in the traditional financial industry are preferred,10
P_015233,JDRAW_05978,2021_10_10_12_31_Sales_dataFile,Cobo,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Major Account Sales,Director,"Online financial management and financing management services, such as self-service, bank wealth management, insurance, etc.",14
P_015234,JDRAW_05978,2021_10_10_12_31_Sales_dataFile,Cobo,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Major Account Sales,Director,"Familiar with office software such as Excel and PPT, office ability with data visualization is preferred.",16
P_015235,JDRAW_05979,2021_10_10_12_31_Sales_dataFile,Christian Dior Couture,"Singapore, Singapore",Sales / Business Development,"Sales, Business Development, and Customer Service",Sales Consultant - Singapore,Associate,Position Christian Dior Couture offers more than a beautiful brand to the world and clients.,15
P_015236,JDRAW_05979,2021_10_10_12_31_Sales_dataFile,Christian Dior Couture,"Singapore, Singapore",Sales / Business Development,"Sales, Business Development, and Customer Service",Sales Consultant - Singapore,Associate,"Ever since the first show on 12 February 1947 - introducing the New Look - the Maison (French: ""House"") has continued to assert its vision through elegant, timeless, and infinitely creative collections.",30
P_015237,JDRAW_05979,2021_10_10_12_31_Sales_dataFile,Christian Dior Couture,"Singapore, Singapore",Sales / Business Development,"Sales, Business Development, and Customer Service",Sales Consultant - Singapore,Associate,We are looking for the one with the desire of having natural enthusiasm to join the House of Dior.,19
P_015238,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",25
P_015239,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"About Futureforce University Recruiting Our Futureforce University Recruiting program is dedicated to attracting, retaining and cultivating talent.",17
P_015240,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"Our interns and new graduates work on real projects that affect how our business runs, giving them the opportunity to make a tangible impact on the future of our company.",30
P_015241,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"With offices all over the world, our recruits have the chance to collaborate and connect with fellow employees on a global scale.",22
P_015242,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"We offer job shadowing, mentorship programs, talent development courses, and much more.",12
P_015243,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"Job CategorySales Job Details Salesforce, the Customer Success Platform and world's #1 CRM, empowers companies to connect with their customers in a whole new way.",25
P_015244,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"The company was founded on three disruptive ideas - a new technology model in cloud computing, a pay-as-you-go business model and a new integrated corporate philanthropy model.",25
P_015245,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"We are the fastest growing of the top 10 enterprise software companies, and this level of growth equals incredible opportunities to grow a career at Salesforce.",26
P_015246,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"Together, with our whole Ohana (Hawaiian for ""family"") made up of our employees, customers, partners and communities, we are working to improve the state of the world.",27
P_015247,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,We are looking for a Business Development Associate (BDA) to support our Business Development teams.,15
P_015248,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,You will work strategically to source and consolidate leads to set the business up for success.,16
P_015249,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,This role is an excellent foundation for a successful career in sales within Salesforce.,14
P_015250,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,Able to start asap Graduated between 2019 and 2021 Accommodations If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form .,31
P_015251,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,Posting Statement At Salesforce we believe that the business of business is to improve the state of our world.,19
P_015252,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,Each of us has a responsibility to drive Equality in our communities and workplaces.,14
P_015253,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more.",26
P_015254,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,Learn more about Equality at Salesforce and explore our benefits.,10
P_015255,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers.,9
P_015256,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,"Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status.",31
P_015257,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes.,9
P_015258,JDRAW_05980,2021_10_10_12_31_Sales_dataFile,Salesforce,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,"Business Development Associate, Singapore",Not Applicable,Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org .,17
P_015259,JDRAW_05981,2021_10_09_12_59_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Manager,Entry level,About The Role We are looking for a high-performing Sales Manager to help us meet our customer acquisition and revenue growth targets by keeping our company competitive and innovative.,28
P_015260,JDRAW_05981,2021_10_09_12_59_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Manager,Entry level,"You will be responsible for maximizing our sales team potential, crafting sales plans and justifying those plans to the upper management.",21
